start_date,start_time,finish_date,finish_time,title,qipuId,count
20180327,00:00:02.104918,20180327,00:00:02.497877,《偶像练习生》【直拍】小组对决《PPAP》蔡徐坤,922792900,13531220
20180327,00:00:02.498436,20180327,00:00:02.894285,《偶像练习生》【直拍】小组对决《大艺术家》陈立农,922529400,4259730
20180327,00:00:02.894885,20180327,00:00:03.379928,《偶像练习生》【直拍】小组对决《Can't stop》范丞丞,922799800,3381137
20180327,00:00:03.380400,20180327,00:00:03.662285,《偶像练习生》【直拍】小组对决《PPAP》朱正廷,922795500,3060273
20180327,00:00:03.662854,20180327,00:00:05.076896,《偶像练习生》【直拍】小组对决《Can't stop》Justin,922857600,3076396
20180327,00:00:05.077410,20180327,00:00:05.475523,《偶像练习生》【直拍】小组对决《Can't stop》灵超,922890500,1328139
20180327,00:00:05.476001,20180327,00:00:05.864184,《偶像练习生》【直拍】小组对决《PPAP》王子异,922793800,1361339
20180327,00:00:05.864665,20180327,00:00:07.212051,《偶像练习生》【直拍】小组对决《Dance to the music》木子洋,922759200,829419
20180327,00:00:07.219654,20180327,00:00:07.956111,《偶像练习生》【直拍】小组对决《半兽人》卜凡,922783900,978584
20180327,00:00:07.956570,20180327,00:00:09.271837,《偶像练习生》【直拍】小组对决《SHAKE》岳岳,922770600,769866
20180327,00:00:09.272304,20180327,00:00:09.567786,《偶像练习生》【直拍】小组对决《Dance to the music》朱星杰,922733300,576824
20180327,00:00:09.568321,20180327,00:00:11.745359,《偶像练习生》【直拍】小组对决《代号魂斗罗》杨非同,922781600,204548
20180327,00:00:11.745851,20180327,00:00:12.074279,偶像练习生之张艺兴忆练习生经历落泪 李荣浩迎最强声音,912602100,239915794
20180327,00:00:12.074717,20180327,00:00:12.357944,偶像练习生之选手再评级惹张艺兴发火 主题曲舞台拉响C位争夺战,919527300,243237893
20180327,00:00:12.358945,20180327,00:00:12.644511,偶像练习生之张艺兴升级严厉制作人 范冰冰弟弟首秀哽咽泪目,906523400,295091732
20180327,01:00:01.363275,20180327,01:00:01.760407,《偶像练习生》【直拍】小组对决《PPAP》蔡徐坤,922792900,13532431
20180327,01:00:01.760954,20180327,01:00:02.160529,《偶像练习生》【直拍】小组对决《大艺术家》陈立农,922529400,4260185
20180327,01:00:02.161033,20180327,01:00:03.556080,《偶像练习生》【直拍】小组对决《Can't stop》范丞丞,922799800,3381319
20180327,01:00:03.556678,20180327,01:00:04.965817,《偶像练习生》【直拍】小组对决《PPAP》朱正廷,922795500,3060452
20180327,01:00:04.966317,20180327,01:00:05.312091,《偶像练习生》【直拍】小组对决《Can't stop》Justin,922857600,3076600
20180327,01:00:05.312732,20180327,01:00:05.673766,《偶像练习生》【直拍】小组对决《Can't stop》灵超,922890500,1328181
20180327,01:00:05.674308,20180327,01:00:05.965193,《偶像练习生》【直拍】小组对决《PPAP》王子异,922793800,1361437
20180327,01:00:05.965703,20180327,01:00:06.319572,《偶像练习生》【直拍】小组对决《Dance to the music》木子洋,922759200,829449
20180327,01:00:06.321041,20180327,01:00:06.658056,《偶像练习生》【直拍】小组对决《半兽人》卜凡,922783900,978613
20180327,01:00:06.658558,20180327,01:00:06.939056,《偶像练习生》【直拍】小组对决《SHAKE》岳岳,922770600,769882
20180327,01:00:06.939592,20180327,01:00:07.226479,《偶像练习生》【直拍】小组对决《Dance to the music》朱星杰,922733300,576914
20180327,01:00:07.226900,20180327,01:00:07.585118,《偶像练习生》【直拍】小组对决《代号魂斗罗》杨非同,922781600,204587
20180327,01:00:07.585645,20180327,01:00:09.008397,偶像练习生之张艺兴忆练习生经历落泪 李荣浩迎最强声音,912602100,239932914
20180327,01:00:09.009005,20180327,01:00:09.337157,偶像练习生之选手再评级惹张艺兴发火 主题曲舞台拉响C位争夺战,919527300,243257876
20180327,01:00:09.337665,20180327,01:00:09.679716,偶像练习生之张艺兴升级严厉制作人 范冰冰弟弟首秀哽咽泪目,906523400,295115654
