start_date,start_time,finish_date,finish_time,title,qipuId,count
20180620,00:00:01.820408,20180620,00:00:02.220735,《偶像练习生》【直拍】小组对决《PPAP》蔡徐坤,922792900,14920712
20180620,00:00:02.221311,20180620,00:00:02.597919,《偶像练习生》【直拍】小组对决《大艺术家》陈立农,922529400,4539241
20180620,00:00:02.598408,20180620,00:00:03.028482,《偶像练习生》【直拍】小组对决《Can't stop》范丞丞,922799800,3589614
20180620,00:00:03.028984,20180620,00:00:03.362405,《偶像练习生》【直拍】小组对决《PPAP》朱正廷,922795500,3317801
20180620,00:00:03.362917,20180620,00:00:05.367978,《偶像练习生》【直拍】小组对决《Can't stop》Justin,922857600,3272762
20180620,00:00:05.368469,20180620,00:00:05.676603,《偶像练习生》【直拍】小组对决《Can't stop》灵超,922890500,1381322
20180620,00:00:05.677102,20180620,00:00:07.117841,《偶像练习生》【直拍】小组对决《PPAP》王子异,922793800,1440814
20180620,00:00:07.118293,20180620,00:00:07.472195,《偶像练习生》【直拍】小组对决《Dance to the music》木子洋,922759200,851187
20180620,00:00:07.472679,20180620,00:00:07.813368,《偶像练习生》【直拍】小组对决《半兽人》卜凡,922783900,1013308
20180620,00:00:07.814019,20180620,00:00:11.202911,《偶像练习生》【直拍】小组对决《SHAKE》岳岳,922770600,780506
20180620,00:00:11.203357,20180620,00:00:11.591609,《偶像练习生》【直拍】小组对决《Dance to the music》朱星杰,922733300,679944
20180620,00:00:11.592079,20180620,00:00:11.911773,《偶像练习生》【直拍】小组对决《代号魂斗罗》杨非同,922781600,232495
20180620,00:00:11.912251,20180620,00:00:12.200461,偶像练习生之张艺兴忆练习生经历落泪 李荣浩迎最强声音,912602100,292116612
20180620,00:00:12.201633,20180620,00:00:12.483799,偶像练习生之选手再评级惹张艺兴发火 主题曲舞台拉响C位争夺战,919527300,287431326
20180620,00:00:12.484542,20180620,00:00:12.848373,偶像练习生之张艺兴升级严厉制作人 范冰冰弟弟首秀哽咽泪目,906523400,366699458
20180620,01:00:02.042145,20180620,01:00:02.443103,《偶像练习生》【直拍】小组对决《PPAP》蔡徐坤,922792900,14921020
20180620,01:00:02.443698,20180620,01:00:02.857082,《偶像练习生》【直拍】小组对决《大艺术家》陈立农,922529400,4539665
20180620,01:00:02.857615,20180620,01:00:03.277024,《偶像练习生》【直拍】小组对决《Can't stop》范丞丞,922799800,3590042
20180620,01:00:03.277702,20180620,01:00:03.685233,《偶像练习生》【直拍】小组对决《PPAP》朱正廷,922795500,3318097
20180620,01:00:03.685981,20180620,01:00:03.970132,《偶像练习生》【直拍】小组对决《Can't stop》Justin,922857600,3273258
20180620,01:00:03.970629,20180620,01:00:04.356344,《偶像练习生》【直拍】小组对决《Can't stop》灵超,922890500,1381328
20180620,01:00:04.356838,20180620,01:00:05.745357,《偶像练习生》【直拍】小组对决《PPAP》王子异,922793800,1440944
20180620,01:00:05.746067,20180620,01:00:06.132907,《偶像练习生》【直拍】小组对决《Dance to the music》木子洋,922759200,851188
20180620,01:00:06.133403,20180620,01:00:06.529824,《偶像练习生》【直拍】小组对决《半兽人》卜凡,922783900,1013308
20180620,01:00:06.530376,20180620,01:00:06.910860,《偶像练习生》【直拍】小组对决《SHAKE》岳岳,922770600,780506
20180620,01:00:06.912633,20180620,01:00:07.328336,《偶像练习生》【直拍】小组对决《Dance to the music》朱星杰,922733300,680127
20180620,01:00:07.328771,20180620,01:00:07.696002,《偶像练习生》【直拍】小组对决《代号魂斗罗》杨非同,922781600,232498
20180620,01:00:07.696487,20180620,01:00:08.093960,偶像练习生之张艺兴忆练习生经历落泪 李荣浩迎最强声音,912602100,292136335
20180620,01:00:08.094483,20180620,01:00:08.379109,偶像练习生之选手再评级惹张艺兴发火 主题曲舞台拉响C位争夺战,919527300,287451088
20180620,01:00:08.379620,20180620,01:00:08.693097,偶像练习生之张艺兴升级严厉制作人 范冰冰弟弟首秀哽咽泪目,906523400,366731236
