start_date,start_time,finish_date,finish_time,title,qipuId,count
20180626,00:00:02.250577,20180626,00:00:03.694496,《偶像练习生》【直拍】小组对决《PPAP》蔡徐坤,922792900,14967505
20180626,00:00:03.695027,20180626,00:00:04.041067,《偶像练习生》【直拍】小组对决《大艺术家》陈立农,922529400,4546881
20180626,00:00:04.041574,20180626,00:00:04.395797,《偶像练习生》【直拍】小组对决《Can't stop》范丞丞,922799800,3597378
20180626,00:00:04.396241,20180626,00:00:04.698789,《偶像练习生》【直拍】小组对决《PPAP》朱正廷,922795500,3322737
20180626,00:00:04.699261,20180626,00:00:05.087316,《偶像练习生》【直拍】小组对决《Can't stop》Justin,922857600,3280882
20180626,00:00:05.087841,20180626,00:00:05.563680,《偶像练习生》【直拍】小组对决《Can't stop》灵超,922890500,1382839
20180626,00:00:05.570522,20180626,00:00:07.031080,《偶像练习生》【直拍】小组对决《PPAP》王子异,922793800,1442835
20180626,00:00:07.031583,20180626,00:00:07.388652,《偶像练习生》【直拍】小组对决《Dance to the music》木子洋,922759200,851707
20180626,00:00:07.389188,20180626,00:00:08.703046,《偶像练习生》【直拍】小组对决《半兽人》卜凡,922783900,1013727
20180626,00:00:08.703526,20180626,00:00:09.062930,《偶像练习生》【直拍】小组对决《SHAKE》岳岳,922770600,780811
20180626,00:00:09.063431,20180626,00:00:09.578651,《偶像练习生》【直拍】小组对决《Dance to the music》朱星杰,922733300,682597
20180626,00:00:09.579054,20180626,00:00:09.934545,《偶像练习生》【直拍】小组对决《代号魂斗罗》杨非同,922781600,233049
20180626,00:00:09.934997,20180626,00:00:10.346821,偶像练习生之张艺兴忆练习生经历落泪 李荣浩迎最强声音,912602100,293995462
20180626,00:00:10.347282,20180626,00:00:10.642255,偶像练习生之选手再评级惹张艺兴发火 主题曲舞台拉响C位争夺战,919527300,289579286
20180626,00:00:10.643221,20180626,00:00:11.415254,偶像练习生之张艺兴升级严厉制作人 范冰冰弟弟首秀哽咽泪目,906523400,369753088
20180626,01:00:01.851443,20180626,01:00:03.707951,《偶像练习生》【直拍】小组对决《PPAP》蔡徐坤,922792900,14967762
20180626,01:00:03.708476,20180626,01:00:05.131663,《偶像练习生》【直拍】小组对决《大艺术家》陈立农,922529400,4547262
20180626,01:00:05.132114,20180626,01:00:05.569635,《偶像练习生》【直拍】小组对决《Can't stop》范丞丞,922799800,3597736
20180626,01:00:05.570135,20180626,01:00:05.963980,《偶像练习生》【直拍】小组对决《PPAP》朱正廷,922795500,3322961
20180626,01:00:05.964494,20180626,01:00:06.378532,《偶像练习生》【直拍】小组对决《Can't stop》Justin,922857600,3281273
20180626,01:00:06.378991,20180626,01:00:06.797631,《偶像练习生》【直拍】小组对决《Can't stop》灵超,922890500,1382843
20180626,01:00:06.799167,20180626,01:00:07.231872,《偶像练习生》【直拍】小组对决《PPAP》王子异,922793800,1442941
20180626,01:00:07.232323,20180626,01:00:07.592775,《偶像练习生》【直拍】小组对决《Dance to the music》木子洋,922759200,851710
20180626,01:00:07.593253,20180626,01:00:08.309485,《偶像练习生》【直拍】小组对决《半兽人》卜凡,922783900,1013730
20180626,01:00:08.309970,20180626,01:00:08.629941,《偶像练习生》【直拍】小组对决《SHAKE》岳岳,922770600,780812
20180626,01:00:08.630412,20180626,01:00:09.015845,《偶像练习生》【直拍】小组对决《Dance to the music》朱星杰,922733300,682728
